"date","elite","sentiment"
2017-07-22,"0",0.316666666667
2017-07-23,"0",-0.0590277777778
2017-07-24,"0",0.460994687131
2017-07-24,"0",0.295730027548
2017-07-24,"0",0.075
2017-07-25,"0",0.442
2017-07-25,"0",0.107451923077
2017-07-27,"0",-0.05
2017-07-28,"0",0.00155555555556
2017-07-29,"1",0.266666666667
2017-07-29,"0",0.176470588235
2017-07-29,"1",0.284375
2017-08-01,"1",0.266964285714
2017-08-02,"0",0.0388888888889
2017-08-02,"1",0.370931372549
2017-08-03,"0",0.438888888889
2017-08-04,"0",0.216666666667
2017-08-04,"0",0.358333333333
2017-08-05,"0",0.1
2017-08-08,"1",0.33
2017-08-08,"1",0.44
2017-08-09,"0",0.139814814815
2017-08-10,"0",0.494949494949
2017-08-10,"0",0.305769230769
2017-08-11,"0",0.586666666667
2017-08-11,"0",0.0410714285714
2017-08-12,"0",0.05
2017-08-12,"0",0.350833333333
2017-08-13,"1",0.272193877551
2017-08-13,"0",0.2
2017-08-13,"1",0.17664983165
2017-08-13,"0",-0.1875
2017-08-13,"1",0.665714285714
2017-08-13,"1",0.282074074074
2017-08-14,"0",0.245924908425
2017-08-16,"0",0.0638888888889
2017-08-19,"0",0.223302469136
2017-08-19,"1",0.230578231293
2017-08-19,"1",0.363888888889
2017-08-20,"0",0.42
2017-08-21,"0",0.15
2017-08-21,"0",0.55
2017-08-21,"0",0.725
2017-08-22,"0",0.199494949495
2017-08-23,"0",0.235476190476
2017-08-23,"0",0.0847222222222
2017-08-24,"0",0.190909090909
2017-08-24,"0",-0.1
2017-08-25,"0",0.4125
2017-08-29,"0",0.137051282051
2017-08-31,"1",0.307142857143
2017-09-01,"0",0.626666666667
2017-09-01,"0",0.391666666667
2017-09-01,"0",0.328947368421
2017-09-02,"0",0.766666666667
2017-09-03,"0",0.49375
2017-09-03,"0",0.55
2017-09-04,"0",-0.136
2017-09-04,"0",0.3
2017-09-08,"1",0.2125
2017-09-12,"0",-0.0211111111111
2017-09-13,"0",0.519047619048
2017-09-14,"1",0.382222222222
2017-09-15,"0",0.436666666667
2017-09-16,"0",0.383333333333
2017-09-17,"0",0.35380952381
2017-09-17,"0",0.4125
2017-09-18,"0",0.0685185185185
2017-09-18,"0",0.16043956044
2017-09-20,"0",0.420555555556
2017-09-21,"0",0.138888888889
2017-09-22,"0",0.0630952380952
2017-09-22,"0",0.237619047619
2017-09-25,"0",0.403703703704
2017-09-25,"1",0.122067901235
2017-09-26,"0",0.292
2017-09-26,"0",0
2017-09-26,"1",0.183333333333
2017-09-27,"1",0.118773148148
2017-09-28,"0",0.272916666667
2017-09-29,"1",0.298717948718
2017-09-30,"0",-0.1
2017-09-30,"0",0.52
2017-10-01,"0",0.357543859649
2017-10-01,"0",0.36
2017-10-01,"0",1
2017-10-01,"0",0.635
2017-10-03,"1",0.0558333333333
2017-10-04,"0",0.35
2017-10-05,"0",0.00638888888889
2017-10-05,"0",0.69
2017-10-07,"0",0.133333333333
2017-10-08,"0",0.369696969697
2017-10-09,"1",-0.0909375
2017-10-10,"0",0.35
2017-10-12,"0",0.318181818182
2017-10-12,"1",0.243214285714
2017-10-12,"0",0.275892857143
2017-10-15,"0",0.2975
2017-10-15,"0",0.171666666667
2017-10-15,"0",0
2017-10-16,"0",0.625
2017-10-16,"1",0.155630630631
2017-10-17,"0",0.332142857143
2017-10-18,"0",0.318333333333
2017-10-19,"0",0.375
2017-10-19,"0",0.299444444444
2017-10-20,"0",-0.05
2017-10-20,"0",0.472222222222
2017-10-21,"1",0.133081232493
2017-10-23,"0",0.461805555556
2017-10-23,"0",0.332904761905
2017-10-25,"0",0.197883597884
2017-10-27,"0",0.028125
2017-10-27,"1",0.265972222222
2017-10-28,"1",0.220588235294
2017-10-28,"0",0.1125
2017-10-29,"0",0.466666666667
2017-10-30,"1",0.220833333333
2017-10-30,"0",0.192857142857
2017-11-01,"1",0.65
2017-11-01,"0",-0.411111111111
2017-11-03,"0",0.305714285714
2017-11-04,"0",0.305504535147
2017-11-05,"0",0.317337662338
2017-11-05,"0",0.7
2017-11-07,"0",0.0981481481481
2017-11-07,"0",0.102222222222
2017-11-07,"0",0.372222222222
2017-11-08,"0",0.376041666667
2017-11-10,"0",0.238717948718
2017-11-11,"0",0.39
2017-11-11,"0",0.35
2017-11-11,"1",0.2
2017-11-18,"0",0.477777777778
2017-11-19,"0",2.77555756156e-17
2017-11-20,"0",0.125536750925
2017-11-22,"1",0.212352941176
2017-11-22,"1",0.303571428571
2017-11-23,"0",0.0916666666667
2017-11-25,"0",-0.0487654320988
2017-11-25,"0",0
2017-11-26,"1",0.265116959064
2017-11-27,"1",0.305
2017-11-27,"0",0.4
2017-11-28,"0",0.33
2017-11-30,"0",-0.266666666667
2017-12-02,"0",0.33125
2017-12-02,"0",0.188333333333
2017-12-03,"0",0.100362318841
2017-12-04,"0",0.185714285714
2017-12-04,"0",0.201388888889
2017-12-04,"0",0.403333333333
2017-12-09,"0",0
2017-12-10,"0",0.516666666667
2017-12-10,"1",0.330555555556
2017-12-11,"0",0.337777777778
